Year,Prime Rate,Fed Funds Rate,Money M1,Money M2,Gross domestic product,Personal consumption expenditur,Goods,Durable goods,Nondurable goods,Services,Gross private domestic investme,Fixed investment,Nonresidential,Structures,Equipment and software,Residential,Exports,Goods_1,Services_1,Imports,Goods_2,Services_2,Government consumption expendit,Federal,National defense,Nondefense,State and local,Personal income,Less: Contributions for governm,Less: Personal current taxes,Equals: Disposable personal inc,Less: Personal outlays,Personal consumption expendit_1,Equals: Personal saving,"Population (midperiod, thousand"
1947-I ,,,,,1770.149254,1130.642361,406.5663009,50.08226072,424.5550391,672.7998227,187.9531511,197.4192781,106.462458,104.9694393,44.52146891,112.6638501,85.71694773,63.95633045,16.65946813,50.99612429,38.97821396,12.01619024,407.6361595,223.7587631,185.3975535,40.24767802,179.7317849,1399.253731,47.01492537,143.2835821,1255.970149,1179.850746,1166.41791,76.11940299,143156
1947-II ,,,,,1768.297168,1149.623251,414.0690817,51.30418105,431.682946,682.319224,173.7917717,192.2636759,104.9726257,103.6473367,43.58173008,106.7433029,84.58035133,62.10949122,18.06102045,52.08995045,39.99492128,12.08882102,410.1759498,224.2195806,173.0070732,54.58632131,182.139459,1364.472232,44.13387275,143.4350864,1221.772711,1190.879,1178.374402,30.89371092,143803
1947-III ,,,,,1768.791145,1153.222966,416.528377,51.97282155,433.3921482,681.4511788,169.6058091,198.6939778,102.6657854,105.1964512,42.06275763,123.5311841,80.06603384,58.73715125,17.17078325,46.42749472,34.38463363,11.44892507,413.2513661,223.8281642,182.2157434,46.07428303,186.2940785,1400.564277,37.61846198,142.5160964,1257.324749,1198.003328,1184.258121,60.04485278,144462
1947-IV ,,,,,1802.778959,1153.423151,418.3846714,55.30582947,428.1738386,677.9661017,210.310336,216.6301969,106.0927554,103.0169242,44.74956918,147.9811838,70.88485239,51.23507058,16.64447403,48.39367967,35.20127179,13.91172379,407.336559,216.1021208,182.9712028,37.00189753,189.4574043,1395.859918,34.02807316,147.4549837,1248.404934,1203.03417,1189.564724,45.37076421,145135
1948-I ,,,,,1824.873808,1159.154259,418.8419081,54.88730585,429.1506503,684.4583987,227.7558457,223.6179544,112.8094726,105.1248357,48.3361739,146.3367671,67.64058435,49.22620452,15.19054224,54.69773802,40.57584348,14.11995825,414.9607171,224.2017816,182.6530612,43.89903223,189.0782436,1416.853617,33.65114975,148.6259114,1268.227706,1210.740325,1195.316882,58.18844644,145761
1948-II ,,,,,1853.418389,1172.789665,422.6795994,55.32886092,433.7399646,695.4088507,238.2603527,223.5287886,108.8048209,108.126962,45.32747062,155.2528812,61.16454066,44.139617,14.44138112,56.78269264,42.10992908,14.66006964,435.4502578,236.9526095,180.8446151,59.34110906,193.7606629,1442.934406,31.89571488,131.0497851,1311.884621,1223.824712,1208.57024,88.05990847,146341
1948-III ,,,,,1865.249676,1174.365432,422.070358,56.36501359,431.1235027,699.4078007,241.8461242,221.4003185,109.0776876,112.2067324,44.56026059,149.9068901,62.71124323,45.15839912,14.97688351,60.21678041,43.20502749,16.50064169,443.9678284,242.5557089,178.3767714,67.52608963,197.5773256,1459.227468,31.33728456,123.9866476,1334.559575,1222.835343,1207.166701,112.4054772,146973
1948-IV ,,,,,1874.488962,1184.018083,425.2239565,55.59632619,436.6424957,706.0020346,235.0969595,218.8706074,111.8586044,113.4194273,46.0758716,138.9274799,60.39046989,43.5913661,14.86940781,58.86810048,42.91845494,15.97836775,461.9970194,255.8299715,187.118377,71.21477965,202.6635785,1460.207141,30.66230581,125.3747615,1334.832379,1229.217771,1213.545925,105.6146089,147659
1949-I ,2,,,,1844.33511,1186.009113,424.6049036,54.44484113,438.052863,710.5772167,196.4645979,206.0858946,106.6816395,110.8064885,43.09018159,128.6528212,67.7923281,49.22214637,15.45097534,57.24166716,42.22378607,15.00750375,475.3944206,260.3920083,192.4557352,71.51029748,210.748156,1422.714227,35.53368867,121.6345497,1301.079677,1224.545579,1209.512095,75.85075851,148298
1949-II ,2,,,,1830.685647,1203.990832,433.8768479,59.29652756,439.4484091,714.1405933,163.6188643,199.7655812,102.4425518,108.8845129,41.0693332,126.0465544,66.92980951,48.54190417,16.00512164,56.63674158,40.94469499,15.74505605,497.8423324,270.2190196,195.4712599,78.34623372,222.513089,1422.185544,35.07324118,116.9108039,1305.27474,1244.756207,1228.251152,60.5185338,148891
1949-III ,2,,,,1855.884597,1206.943314,436.0865689,62.07225848,435.797243,712.9113924,181.4908525,198.9793288,97.23230856,103.6329762,38.9214657,136.5991521,61.4646905,44.62778924,14.03867016,53.85779123,39.35833979,14.54039702,501.9716509,267.8916828,195.6372885,75.77994292,232.4195471,1429.364034,33.28940981,113.0452875,1316.318746,1251.126985,1234.48228,65.19176087,149529
1949-IV ,2,,,,1839.622642,1224.129741,445.6131768,64.64977577,442.3665792,714.8602453,172.0346024,206.4576219,95.40435206,101.1040093,38.31814416,153.4839925,53.32040717,38.39866175,12.71779219,54.85232068,40.92769441,13.92493196,491.8724931,254.6142925,182.767624,74.12272471,236.3243762,1434.517203,31.21531632,109.600444,1324.916759,1269.422863,1251.387347,55.49389567,150211
1950-I ,2,,,,1916.167665,1244.393095,454.1355849,66.90261445,448.4675067,723.7961758,217.2742843,218.8987787,98.11473748,105.9494703,38.96774194,170.6742103,52.40761478,37.20353434,13.39200306,56.20969173,41.54645124,14.69460772,483.1687374,242.2112462,175.69404,69.50314643,242.1014405,1542.264309,36.90293831,115.5827879,1426.681521,1292.995405,1274.892076,132.9898343,150852
1950-II ,2,,,,1972.817419,1264.795401,458.9736274,67.52622873,453.5246755,742.0706164,240.5862784,239.3075356,106.8187294,110.9553843,43.39330576,187.5344732,53.19862309,37.9227614,13.33333333,59.09617613,43.86951631,15.21683997,490.9284952,247.6392368,177.0782095,73.3962444,245.1333814,1541.501976,36.75195895,122.044241,1419.457735,1315.442757,1296.720061,104.0149782,151385
1950-III ,2.026666667,,,,2051.787413,1329.667418,493.2967339,83.58849429,461.1043075,753.5121328,263.1332083,257.5149804,116.4345842,117.7815895,47.99204277,197.4849451,54.48263643,39.06998123,13.2718195,72.97221443,56.87049775,16.28256513,481.3452444,238.9406007,189.0267546,52.94636729,245.0694363,1570.613022,37.37936659,128.4490961,1442.163926,1383.716189,1364.007068,59.1273617,152039
1950-IV ,2.25,,,,2093.691526,1289.461694,467.154991,73.21738748,451.3039405,758.4869059,302.2519837,252.2723959,116.4029215,120.6669592,47.33613486,188.9638041,58.71862903,42.39195678,14.45268317,73.48602693,55.96919127,17.26051042,512.9533679,266.2325225,214.8791901,55.6184983,244.8146889,1607.190591,38.75968992,150.3608661,1456.829725,1343.892007,1323.843892,112.9377172,152724
1951-I ,2.48,,,,2125.322997,1321.135647,477.7058141,75.48289973,459.5404595,779.1960373,274.6207933,243.0310723,113.6029412,121.2568536,45.42261765,178.6788077,61.5864674,43.89199059,15.45881771,73.78429236,55.16854458,18.5806761,566.7655786,318.9561435,272.8110599,50.09392611,242.0591457,1611.757106,42.63565891,157.622739,1454.134367,1372.093023,1352.713178,82.04134367,153336
1951-II ,2.5,,,,2162.127441,1283.720348,453.617432,64.6628894,452.4304524,784.8699764,282.156231,232.0303816,114.9591497,125.5660766,45.55650626,154.5516304,67.73886864,48.25375401,17.0337024,71.42857143,52.62234696,18.38780473,645.1291255,387.3957368,337.755198,54.95529061,246.5281516,1649.537513,43.03699897,169.5786228,1479.95889,1336.716341,1317.446043,143.2425488,153947
1951-III ,2.5,,,,2199.24451,1298.912364,458.7019552,63.58564059,462.3245201,793.8299473,257.5888985,227.9411765,116.4415463,124.5317404,46.50841526,145.2825408,69.67165788,49.42555072,17.88588803,65.30873219,45.64087394,20.67213986,718.5984361,454.0410579,407.2058548,53.4258131,247.3572939,1664.639221,42.25622639,177.9883475,1486.650874,1349.638261,1330.430885,137.0126128,154655
1951-IV ,2.74,,,,2198.976044,1306.600864,462.0922715,63.395408,467.8391221,795.8862226,233.7372175,225.5878474,114.0953866,119.3700471,45.94563858,146.4680281,68.92633971,48.65788032,18.12441534,63.68557522,42.34445749,23.08511898,758.5532747,492.147553,443.9922301,55.4250822,247.3387602,1676.885153,42.34877694,187.0931041,1489.792049,1357.689147,1338.727008,132.1029012,155389
1952-I ,3,,,,2217.451698,1309.048467,459.8922643,63.79321058,463.9326613,805.96191,236.3013699,228.5274685,114.2252776,119.379228,46.25221058,149.8875843,72.63264196,51.2036175,19.2139738,71.13387395,47.78065553,25.0261902,781.5433258,512.7491887,459.0629437,62.02247191,248.2010637,1688.344488,43.56610683,195.1003915,1493.244096,1365.071347,1345.498169,128.1727491,156033
1952-II ,3,,,,2213.769255,1335.094618,470.2933805,64.97317237,474.5063366,818.804199,212.9021248,231.4898217,115.6740032,120.7825913,46.8669025,152.7284735,64.67952464,44.8881147,17.74775291,70.37840443,48.16868127,23.53910434,808.2578635,532.9926075,483.4202683,57.49668288,253.5298361,1705.752908,42.75385099,199.9371267,1505.187048,1386.356492,1366.237032,119.4592895,156644
1952-III ,3,,,,2237.129485,1341.634621,469.6507913,61.19570178,482.9851917,829.1933881,229.8507463,217.2055583,105.1183463,122.036611,40.03709652,151.2921165,59.34023033,41.77193869,15.80046273,75.06623491,50.04170142,26.80645738,816.1693936,546.6063348,494.4090195,60.23570493,246.5144474,1735.413417,43.05772231,201.5600624,1533.853354,1392.823713,1371.606864,141.0296412,157324
1952-IV ,3,,,,2309.557863,1388.702699,493.70444,71.58941241,489.7939252,841.6995339,244.6863216,233.9102217,114.6263182,125.7736075,45.06136497,159.6313667,59.81703026,42.29116622,15.62412812,81.30892403,53.29183173,30.81570997,831.1119573,555.8524853,503.8653934,60.27208541,252.9340348,1766.681177,44.15148312,205.8329706,1561.470058,1439.58709,1417.200423,121.2611156,158043
1953-I ,3,,,,2350.894632,1405.244628,500.0368487,74.05537322,492.9128452,849.8181496,248.5832045,243.2432432,120.9236735,130.3742038,48.05839548,161.9932571,58.80062305,40.80118694,16.62786831,79.50885668,52.32862376,29.28972419,859.225163,577.4966109,518.915919,66.96428571,258.3358366,1794.234592,44.11033797,207.5049702,1586.729622,1461.853877,1438.245527,124.8757455,158648
1953-II ,3.176666667,,,,2367.817517,1414.025092,501.1086475,73.55104442,495.4688731,860.1109253,248.4817381,244.6675031,121.763471,132.4828263,48.11710755,162.6283368,59.29162116,41.61309967,15.99294105,83.34180303,55.2167859,30.2525159,878.721164,596.0741941,523.4058238,80.44501498,257.1313781,1814.913531,44.00917374,207.0290708,1607.264613,1470.898159,1446.104258,136.3664539,159234
1953-III ,3.25,,,,2354.358436,1410.658307,496.7291274,73.17950128,490.4899985,865.4848801,243.6746476,244.9215451,124.6441219,132.7262158,49.70201282,156.3390603,61.83227018,43.81942321,15.99382308,83.21421278,53.91873676,32.39471717,867.5579494,579.1190865,516.7455237,71.42242492,264.2153908,1809.476741,44.48013838,205.1028603,1604.37388,1471.551245,1445.604497,132.8226354,159963
1953-IV ,3.25,,,,2314.512653,1401.476502,493.6446941,71.13756781,491.6179146,858.7162278,222.5531915,242.2838819,123.0020848,135.8300184,48.15481548,154.5127534,59.73668697,41.96663141,15.49186677,79.11796233,48.96548413,33.19346151,865.4030251,571.1972654,506.585613,72.46376812,270.7326892,1798.534573,43.71651992,202.5737331,1595.96084,1463.579829,1437.719352,132.381011,160713
1954-I ,3.21,,,,2300.570237,1406.389967,493.6182734,68.89908065,496.3496497,866.7008898,218.8695283,238.2012467,119.4391553,136.7571822,45.66108833,156.172941,56.85856432,39.77097405,15.55555556,74.69089074,47.41358873,29.78776219,841.8949772,541.2141713,472.9913754,75.24649715,280.5530326,1791.648783,49.66582868,185.1738304,1606.474952,1469.740634,1443.987982,136.7343185,161389
1954-II ,3,,,,2301.946859,1425.068772,498.4492689,72.17735006,494.7013723,882.07668,216.6920603,242.0856611,118.1414253,138.1435102,44.53176162,166.3934426,64.98910244,46.77718924,15.63721658,81.38249774,51.79395423,31.65932088,812.5176737,512.2059476,452.6487663,65.60449859,281.1482687,1786.457696,48.97759275,183.6659728,1602.791723,1484.63328,1458.920044,118.1584425,162044
1954-III ,3,1.026666667,,,2332.761578,1444.084473,503.5141869,72.50649719,501.0786429,897.6216861,231.6814909,251.851195,121.4097405,138.0886151,46.62056166,176.6326365,63.13532402,44.44750715,16.80578119,76.37779553,47.572408,31.663252,792.8197457,486.2393388,429.3653639,63.42675924,289.3859133,1800.416565,49.62019113,183.7784857,1616.638079,1502.082823,1474.51605,114.5552561,162792
1954-IV ,3,0.986666667,,,2382.67148,1474.385923,517.6795993,77.10557533,509.3345155,908.0879233,244.7182353,257.375742,120.8406911,136.9047619,46.52393447,188.0522007,65.92795584,46.86584651,16.81425849,77.31444533,47.50372578,32.92948121,788.3509553,480.9619238,414.6687977,72.33426942,290.703346,1831.36511,49.56250382,186.6242428,1645.35275,1529.095025,1502.172184,116.257725,163585
1955-I ,3,1.343333333,,,2453.830682,1507.242907,533.3681696,83.83181243,514.7783251,918.8322646,272.0338983,267.6355902,123.0106331,141.4860987,46.87847145,201.7105051,68.50128687,48.79557404,17.30779968,81.82231426,52.40050984,32.00903785,787.1693244,469.3544228,412.9327008,62.71144484,302.7622137,1859.572134,54.24513927,191.3817273,1668.190407,1562.138112,1534.710794,106.0522948,164266
1955-II ,3,1.5,,,2490.755895,1536.115762,548.3955321,88.42059526,524.1576919,925.5989912,286.7126979,279.4402394,130.9153713,144.2732358,51.08472102,204.8327732,66.62986911,47.20046516,17.26154017,86.31132647,52.79034691,37.07194471,779.1266534,458.7002096,398.0142087,66.54223809,306.5021543,1897.314663,54.5553737,196.3993453,1700.915318,1586.349033,1557.252834,115.1724556,164926
1955-III ,3.16,1.94,,,2523.921285,1555.092317,556.2795547,91.24558836,527.5885895,935.4082999,291.1450318,285.5528512,137.302882,149.1236564,54.30178761,200.2702058,70.99152808,50.32815316,18.88574127,87.64859964,53.12147424,38.30936381,783.8224767,463.3012288,401.6199798,67.62886598,306.2403698,1928.145875,55.36498766,200.998977,1727.146898,1601.372089,1571.282422,125.7748089,165674
1955-IV ,3.466666667,2.356666667,,,2546.780654,1574.508523,560.2293032,88.8583632,538.2716049,953.8461538,303.2790249,285.6407617,141.4356551,153.4381512,55.96816412,192.2160445,71.28388906,50.2749941,18.83134866,90.89995982,58.57544517,35.07673035,766.5104765,445.5201838,387.9453879,63.34841629,308.2485016,1945.357805,55.59873259,204.4598553,1740.897949,1615.95026,1584.862797,124.9476894,166481
1956-I ,3.5,2.483333333,,,2535.669883,1577.453126,557.5352635,84.88528726,544.3617912,963.2079372,293.4437432,279.7849101,138.8304586,157.8231293,53.09808512,186.7170882,74.98164109,53.09911835,19.45525292,94.64670239,60.73063627,36.86117706,766.5565792,442.5924428,386.7901336,61.5561392,311.627907,1958.439406,58.61109467,209.5790658,1748.86034,1610.917056,1578.947368,137.9432834,167190
1956-II ,3.716666667,2.693333333,,,2546.627566,1582.843713,556.742815,84.91753611,543.2448262,972.4619811,283.94178,281.7955112,140.8902725,163.7852593,53.2866989,185.4582137,79.95103477,56.79754318,20.44650752,94.4146293,58.82080497,39.12800447,781.9986311,454.2200302,397.260274,62.90322581,315.6542485,1974.193548,58.65102639,212.3167155,1761.290323,1612.316716,1580.058651,148.973607,167869
1956-III ,3.863333333,2.81,,,2546.97286,1586.082504,554.4013122,83.49632995,543.4152002,982.3102633,283.3802376,281.4542484,142.017017,164.7913529,53.79365717,182.0576387,82.46330761,59.07889154,20.80595707,95.33218079,58.02173513,40.73319756,774.9640044,445.8850502,395.4756939,56.2911282,316.7012542,1980.398979,57.99118534,213.9874739,1766.411505,1613.314776,1580.839712,152.5168174,168654
1956-IV ,4,2.926666667,,,2583.006687,1608.051828,562.5022652,86.1585733,548.0310406,994.8958924,276.2688189,279.7713174,141.6579224,164.0350877,53.73794847,178.9743989,86.38420403,61.6686039,21.59593996,90.52652182,58.72445031,34.99723706,794.774547,461.6841607,408.4732214,59.25688661,319.8141862,2012.335716,58.21996772,218.4689878,1793.866728,1635.347014,1602.490201,158.5197141,169497
1957-I ,4,2.933333333,,,2605.128205,1618.894749,567.6102888,87.73555762,551.1246955,998.7956644,275.9840098,279.5405253,142.8137344,163.151957,54.6702338,176.3833606,91.85141466,65.76636976,22.64588161,97.92935445,59.98909289,41.93764055,811.3472831,469.9175718,410.5000779,65.5970916,328.0863106,2011.965812,64.95726496,219.9430199,1792.592593,1642.735043,1609.116809,149.8575499,170218
1957-II ,4,3,,,2598.607889,1621.852569,565.4390531,85.72705481,553.3916017,1007.671408,275.2574557,277.0780856,142.343377,162.8524899,54.43204711,172.8298949,89.33147836,63.82168032,22.26018533,98.8363601,60.85929694,41.91216668,806.4251762,462.622549,414.4032283,55.02596295,331.1546841,2023.654575,64.51247807,220.7005829,1803.519891,1644.502292,1611.114255,158.4517005,170915
1957-III ,4.306666667,3.233333333,,,2618.900556,1634.832731,570.25612,85.12626724,561.1957135,1015.135906,278.4858284,279.5536672,145.2668227,162.8442322,56.30500788,170.120631,86.88033876,61.53455768,22.00726752,96.97800852,59.95148963,40.81384016,812.438945,464.9749278,417.8851778,53.17509248,335.791757,2032.680106,64.57409175,220.1134258,1812.56668,1658.150373,1624.459543,154.4163064,171684
1957-IV ,4.5,3.253333333,,,2577.636282,1636.026311,565.8182331,84.14948192,557.5581668,1025.883093,246.0570215,274.4601756,141.4743112,161.524656,54.17282267,169.9914616,84.05511092,57.53886257,25.00127558,96.97209578,62.56082302,37.35227481,827.8038518,471.4640199,412.66209,64.96449615,343.9291298,2018.543342,63.11438785,216.7113494,1801.831993,1658.847185,1625.335121,142.9848079,172463
1958-I ,4.113333333,1.863333333,,,2513.845813,1613.440711,552.5494277,78.49700157,552.509101,1025.540889,231.6321452,257.4644739,131.3411254,159.0090486,48.31192452,162.9883803,75.64854792,53.29224052,20.60156572,98.83927214,60.16904637,42.7827381,818.1306759,454.2755344,407.6865109,52.69016698,353.4430225,2004.873726,62.58307488,211.564023,1793.309703,1642.667257,1608.883474,150.6424457,173116
1958-II ,3.61,0.94,,,2525.64244,1626.656318,554.0146998,77.2138985,557.4464171,1039.931502,223.6701722,250.4472272,125.8200773,153.6446966,45.99087722,163.5896237,75.95405706,52.52134687,21.75714878,102.9502151,61.4714424,46.111665,838.5710876,468.4287812,411.5933368,62.92037318,358.9920608,2008.382045,62.31388552,207.8967685,1800.485276,1651.042241,1617.955222,149.4430352,173781
1958-III ,3.61,1.323333333,,,2594.752187,1653.647997,564.4768856,78.89625343,567.4478686,1053.610164,249.3053705,253.7526805,123.8186386,150.4347826,45.42027893,175.2745969,76.37833228,52.80103026,21.38423825,101.0411858,62.07264439,43.65995135,843.7253354,466.9430504,412.11226,60.92696018,366.3349348,2049.067605,62.70972001,213.9831674,1834.534353,1674.459541,1642.004511,160.0748116,174535
1958-IV ,4,2.163333333,,,2664.981592,1675.163471,575.5194692,81.79096079,575.4428267,1059.893625,277.9148791,269.4563322,128.5339377,152.5791071,47.92692553,193.8044832,76.253933,52.27374767,22.07505519,106.3938619,66.78604268,43.49717268,862.0825147,477.8799508,414.6449052,69.22910507,373.4404375,2071.542392,63.19028518,216.4954118,1855.046981,1694.049124,1661.080279,160.997857,175340
1959-I ,4,2.57,139.3333333,287.8333333,2712.541742,1706.471495,588.7046416,86.11495161,582.9326923,1073.614937,289.2060118,286.0194636,132.4838489,151.8722179,50.55781501,216.0397886,81.14647311,49.62779156,34.08653582,109.2672964,70.42595561,42.32090285,856.2209806,470.132339,403.4839574,72.27191413,376.0987153,2098.866809,74.99863141,223.3535884,1875.513221,1729.89544,1697.596759,146.165216,176045
1959-II ,4.243333333,3.083333333,140.5333333,292.1333333,2777.322628,1732.624424,598.038876,89.52639553,587.8275336,1090.177011,310.7045661,295.1840467,136.4672449,156.222878,52.12487711,223.6545779,84.01799323,50.85884272,35.5622609,114.3234592,74.62686567,43.0504305,869.8397664,481.0946006,398.1737894,88.11845432,377.2151899,2141.02354,75.91894697,229.3953793,1911.628161,1759.790267,1726.473319,151.8378939,176727
1959-III ,4.666666667,3.576666667,141.5333333,296.1,2772.606021,1750.667466,602.7217463,91.1166214,589.9134916,1104.839317,287.9758764,299.0999489,140.8741269,160.8161854,53.71877942,219.8399751,86.64552762,55.9069708,31.44159723,115.8027813,75.51498351,43.6761811,880.6029353,491.1707969,408.5632444,87.94430194,378.0271707,2145.462464,75.67096739,232.4568567,1913.550003,1783.43949,1749.142577,129.5661168,177481
1959-IV ,5,3.99,140.3,297.1333333,2782.174997,1752.560559,598.0432686,86.8246968,593.6826663,1117.660225,298.4344423,295.133438,140.3106248,159.8272138,53.76542073,213.4761683,84.28811209,53.42353164,32.15100602,112.6802885,72.62438104,43.60108082,870.9422011,484.2292315,402.9772198,85.80858086,375.6738544,2167.949691,75.35509053,236.9077307,1930.499837,1789.005747,1753.225632,141.4940909,178268
1960-I ,5,3.933333333,139.9,298.7,2851.268733,1769.226606,604.0638907,89.71173942,594.9866863,1128.277501,334.9875931,305.3465036,145.5796718,167.0253982,55.71338966,219.7972293,94.73837633,61.7010505,33.44309529,117.0324979,74.25274309,46.81820982,853.3123028,462.0510922,395.9352653,71.52762572,382.1443471,2198.777255,88.73018449,245.0900828,1953.687172,1805.442839,1768.652275,148.2443326,179694
1960-II ,5,3.696666667,139.6,301.1,2834.976564,1791.751911,612.3850062,91.59461487,601.668262,1140.577676,299.1854049,299.2723574,147.7977257,168.9042876,56.70036883,201.233616,100.729927,64.95564005,37.12871287,118.0726524,75.33045909,46.68591437,860.3755795,460.7546334,390.214618,75.08383146,391.9614682,2214.320349,88.89607241,247.8314746,1965.95011,1830.720328,1793.006842,135.768547,180335
1960-III ,4.783333333,2.936666667,140.9,306.4666667,2837.069613,1784.928935,608.4393103,90.8874896,598.0730776,1139.649226,295.6423742,291.2279328,144.1218859,168.8424717,54.23530058,195.035461,98.08195292,65.89318368,31.33668961,114.4885511,71.43870937,47.32435384,880.8894418,474.9090909,402.5203855,77.12446048,397.6521164,2216.024885,88.49082913,249.3832457,1966.641639,1822.91108,1784.833208,143.1942508,181094
1960-IV ,4.5,2.296666667,140.8333333,310.9333333,2796.646374,1787.163605,604.7877608,88.66584679,598.3639897,1150.532925,256.2944564,289.8266531,143.4559301,175.2234098,52.47513853,194.8101948,100.2150067,66.15180097,33.92792885,108.7828354,67.66093296,45.22703974,887.5009638,476.635514,398.2138936,83.60851542,401.9438267,2213.499947,87.57876749,247.78383,1965.716117,1826.337712,1787.35448,139.3784044,181915
1961-I ,4.5,2.003333333,141.5333333,316.3,2816,1786.494697,598.9290221,83.69196597,601.9583954,1162.16413,265.0229963,286.1297803,140.4328288,174.362569,50.77356096,195.427159,99.74610083,66.5244132,32.64925373,108.6684361,67.29025484,45.54443579,899.2140546,475.7099611,408.388521,73.03839733,415.4716053,2232.533333,89.06666667,248,1984.533333,1827.2,1787.733333,157.3333333,182634
1961-II ,4.5,1.733333333,142.5666667,322.1333333,2869.157884,1813.336176,608.2608398,85.47008547,609.8336817,1178.858841,285.6066315,290.6291729,143.2291667,171.4035855,53.135551,196.1991229,98.08483981,62.12139943,38.07367771,109.7854421,68.48003065,45.38397229,901.2875536,480.2991084,406.0988125,79.65343767,412.4046111,2260.193761,89.96060896,249.6539977,2010.539764,1850.314064,1810.923028,160.2257,183337
1961-III ,4.5,1.683333333,143.4,327.5666667,2917.440934,1822.092406,612.1682096,87.6365637,610.5139021,1182.539683,310.5917829,297.5044213,144.5883085,172.0974928,53.83306201,206.9230769,97.53998422,65.21536598,31.66011336,116.9209153,75.68862275,45.49263738,918.6171026,494.0583363,418.1363904,81.52741969,416.0619255,2291.47863,90.7884258,251.6591452,2039.819485,1861.428192,1821.608707,178.9222193,184103
1961-IV ,4.5,2.4,144.7,333.3333333,2979.241686,1858.256856,625.5346816,91.87668457,618.9502386,1203.391048,317.3406701,307.341613,149.2581514,170.5979633,57.0708568,214.0437327,100.7368384,66.24148874,34.01360544,119.9859431,77.17380884,46.10502365,939.0670111,502.7212833,425.0657318,83.35069806,427.0633397,2332.133023,91.61194662,254.7129845,2076.890489,1895.784791,1855.009532,181.6352468,184894
1962-I ,4.5,2.456666667,145.6333333,340.2333333,3033.382477,1878.102884,632.8897987,93.83114328,623.7552055,1214.826453,336.748531,314.2060406,152.7983417,173.8223536,58.60208074,218.2768427,100.5721596,65.58188455,35.34448427,123.4066325,79.94540314,47.35075521,955.5672506,521.1587617,441.2511793,85.83690987,423.8692872,2354.149115,99.51558551,260.1095198,2094.039596,1912.910699,1872.367313,181.1288964,185553
1962-II ,4.5,2.606666667,146.6,347.4333333,3063.02521,1900.952581,639.2756238,96.26340812,626.1851016,1232.409382,330.9363352,323.7706526,157.3359359,180.1801802,60.08679203,224.4599892,110.1424317,69.96956481,41.66253348,126.2485423,82.55177804,47.52004752,961.0486891,523.0377238,435.9141184,92.69356598,427.4713186,2387.079832,100.3151261,267.3319328,2119.222689,1939.07563,1897.058824,180.6722689,186203
1962-III ,4.5,2.846666667,146.4666667,352.8333333,3090.461474,1916.535433,644.0320827,97.12349958,631.4555049,1243.449936,336.2705227,326.2149643,159.448586,185.5705862,60.25883487,224.5290273,104.1105726,70.06849745,33.17324355,127.7158704,84.20741616,47.23107805,982.8486204,538.7536925,442.8017798,101.3260796,432.9411765,2404.798072,100.5709497,273.9510764,2130.846996,1955.371641,1912.419465,175.4753549,186926
1962-IV ,4.5,2.923333333,147.2666667,359.9,3096.716948,1943.790234,654.1264193,101.2424314,634.8992686,1259.264488,324.2102089,324.6472507,158.4434046,180.6864355,60.67260985,224.0702241,101.8176603,66.24179826,35.54677857,129.5808868,83.81816389,49.25537463,984.4061784,535.5776588,438.0029912,103.489452,437.3246024,2427.05778,100.7359466,279.7640795,2147.2937,1982.358161,1938.514536,164.9355394,187680
